timestamp num_ops machine arquivo
1318856152181007 1410 charroco 2011_10_17
1318856752181007 1379 charroco 2011_10_17
1318857352181007 4064 charroco 2011_10_17
1318857952181007 1417 charroco 2011_10_17
1318858552181007 1400 charroco 2011_10_17
1318859152181007 4610 charroco 2011_10_17
1318859752181007 1409 charroco 2011_10_17
1318860352181007 1408 charroco 2011_10_17
1318860952181007 5672 charroco 2011_10_17
1318861552181007 1421 charroco 2011_10_17
1318862152181007 1496 charroco 2011_10_17
1318862752181007 4945 charroco 2011_10_17
1318863352181007 1409 charroco 2011_10_17
1318863952181007 1408 charroco 2011_10_17
